C,alpha,z,k,Precision,Recall,F-Score,Support
1.0,2.0,2.0,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.1,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.2,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.3000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.4000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.5,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.6,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.7,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.8000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,2.0,2.9000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.0,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.1,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.2,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.3000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.4000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.5,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.6,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.7,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.8000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,2.0,3.9000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.0,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.1000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.2,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.3,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.4,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.5,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.6000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.7,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.800000000000001,0.0,0.22,0.47,0.3,300.0
1.0,2.0,4.9,0.0,0.22,0.47,0.3,300.0
1.0,2.0,0.0,1.0,0.22,0.47,0.3,300.0
1.0,2.0,0.1,1.0,0.84,0.84,0.84,300.0
1.0,2.0,0.2,1.0,0.86,0.85,0.85,300.0
1.0,2.0,0.30000000000000004,1.0,0.88,0.88,0.88,300.0
1.0,2.0,0.4,1.0,0.89,0.89,0.89,300.0
1.0,2.0,0.5,1.0,0.9,0.89,0.89,300.0
1.0,2.0,0.6000000000000001,1.0,0.91,0.91,0.91,300.0
1.0,2.0,0.7000000000000001,1.0,0.91,0.91,0.91,300.0
1.0,2.0,0.8,1.0,0.91,0.91,0.91,300.0
1.0,2.0,0.9,1.0,0.92,0.92,0.92,300.0
1.0,2.0,1.0,1.0,0.92,0.91,0.91,300.0
1.0,2.0,1.1,1.0,0.92,0.92,0.92,300.0
1.0,2.0,1.2000000000000002,1.0,0.92,0.92,0.92,300.0
1.0,2.0,1.3,1.0,0.92,0.92,0.92,300.0
1.0,2.0,1.4000000000000001,1.0,0.93,0.92,0.92,300.0
1.0,2.0,1.5,1.0,0.92,0.92,0.92,300.0
1.0,2.0,1.6,1.0,0.92,0.92,0.92,300.0
1.0,2.0,1.7000000000000002,1.0,0.92,0.92,0.92,300.0
1.0,2.0,1.8,1.0,0.92,0.92,0.92,300.0
1.0,2.0,1.9000000000000001,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.0,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.1,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.2,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.3000000000000003,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.4000000000000004,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.5,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.6,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.7,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.8000000000000003,1.0,0.92,0.92,0.92,300.0
1.0,2.0,2.9000000000000004,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.0,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.1,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.2,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.3000000000000003,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.4000000000000004,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.5,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.6,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.7,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.8000000000000003,1.0,0.92,0.92,0.92,300.0
1.0,2.0,3.9000000000000004,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.0,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.1000000000000005,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.2,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.3,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.4,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.5,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.6000000000000005,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.7,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.800000000000001,1.0,0.92,0.92,0.92,300.0
1.0,2.0,4.9,1.0,0.92,0.92,0.92,300.0
1.0,2.0,0.0,2.0,0.22,0.47,0.3,300.0
1.0,2.0,0.1,2.0,0.85,0.85,0.85,300.0
1.0,2.0,0.2,2.0,0.88,0.88,0.88,300.0
1.0,2.0,0.30000000000000004,2.0,0.91,0.9,0.9,300.0
1.0,2.0,0.4,2.0,0.92,0.91,0.91,300.0
1.0,2.0,0.5,2.0,0.92,0.92,0.92,300.0
1.0,2.0,0.6000000000000001,2.0,0.92,0.92,0.92,300.0
1.0,2.0,0.7000000000000001,2.0,0.92,0.92,0.92,300.0
1.0,2.0,0.8,2.0,0.93,0.92,0.92,300.0
1.0,2.0,0.9,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.0,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.1,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.2000000000000002,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.3,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.4000000000000001,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.5,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.6,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.7000000000000002,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.8,2.0,0.93,0.92,0.92,300.0
1.0,2.0,1.9000000000000001,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.0,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.1,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.2,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.3000000000000003,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.4000000000000004,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.5,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.6,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.7,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.8000000000000003,2.0,0.93,0.92,0.92,300.0
1.0,2.0,2.9000000000000004,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.0,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.1,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.2,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.3000000000000003,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.4000000000000004,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.5,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.6,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.7,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.8000000000000003,2.0,0.93,0.92,0.92,300.0
1.0,2.0,3.9000000000000004,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.0,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.1000000000000005,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.2,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.3,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.4,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.5,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.6000000000000005,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.7,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.800000000000001,2.0,0.93,0.92,0.92,300.0
1.0,2.0,4.9,2.0,0.93,0.92,0.92,300.0
1.0,2.0,0.0,3.0,0.22,0.47,0.3,300.0
1.0,2.0,0.1,3.0,0.86,0.85,0.85,300.0
1.0,2.0,0.2,3.0,0.9,0.89,0.89,300.0
1.0,2.0,0.30000000000000004,3.0,0.91,0.91,0.91,300.0
1.0,2.0,0.4,3.0,0.92,0.92,0.92,300.0
1.0,2.0,0.5,3.0,0.93,0.92,0.92,300.0
1.0,2.0,0.6000000000000001,3.0,0.93,0.92,0.92,300.0
1.0,2.0,0.7000000000000001,3.0,0.93,0.92,0.92,300.0
1.0,2.0,0.8,3.0,0.93,0.92,0.92,300.0
1.0,2.0,0.9,3.0,0.93,0.92,0.92,300.0
1.0,2.0,1.0,3.0,0.93,0.92,0.92,300.0
1.0,2.0,1.1,3.0,0.93,0.92,0.92,300.0
1.0,2.0,1.2000000000000002,3.0,0.92,0.92,0.92,300.0
1.0,2.0,1.3,3.0,0.92,0.92,0.92,300.0
1.0,2.0,1.4000000000000001,3.0,0.92,0.92,0.92,300.0
1.0,2.0,1.5,3.0,0.92,0.92,0.92,300.0
1.0,2.0,1.6,3.0,0.92,0.92,0.92,300.0
1.0,2.0,1.7000000000000002,3.0,0.92,0.92,0.92,300.0
1.0,2.0,1.8,3.0,0.92,0.92,0.92,300.0
1.0,2.0,1.9000000000000001,3.0,0.92,0.92,0.92,300.0
1.0,2.0,2.0,3.0,0.92,0.92,0.92,300.0
1.0,2.0,2.1,3.0,0.92,0.92,0.92,300.0
1.0,2.0,2.2,3.0,0.92,0.92,0.92,300.0
1.0,2.0,2.3000000000000003,3.0,0.92,0.91,0.91,300.0
1.0,2.0,2.4000000000000004,3.0,0.92,0.91,0.91,300.0
1.0,2.0,2.5,3.0,0.92,0.91,0.91,300.0
1.0,2.0,2.6,3.0,0.92,0.91,0.91,300.0
1.0,2.0,2.7,3.0,0.92,0.91,0.91,300.0
1.0,2.0,2.8000000000000003,3.0,0.92,0.91,0.91,300.0
1.0,2.0,2.9000000000000004,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.0,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.1,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.2,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.3000000000000003,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.4000000000000004,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.5,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.6,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.7,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.8000000000000003,3.0,0.92,0.91,0.91,300.0
1.0,2.0,3.9000000000000004,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.0,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.1000000000000005,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.2,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.3,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.4,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.5,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.6000000000000005,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.7,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.800000000000001,3.0,0.92,0.91,0.91,300.0
1.0,2.0,4.9,3.0,0.92,0.91,0.91,300.0
1.0,2.0,0.0,4.0,0.22,0.47,0.3,300.0
1.0,2.0,0.1,4.0,0.87,0.86,0.86,300.0
1.0,2.0,0.2,4.0,0.91,0.9,0.9,300.0
1.0,2.0,0.30000000000000004,4.0,0.92,0.91,0.91,300.0
1.0,2.0,0.4,4.0,0.93,0.92,0.92,300.0
1.0,2.0,0.5,4.0,0.93,0.92,0.92,300.0
1.0,2.0,0.6000000000000001,4.0,0.93,0.92,0.92,300.0
1.0,2.0,0.7000000000000001,4.0,0.93,0.92,0.92,300.0
1.0,2.0,0.8,4.0,0.93,0.92,0.92,300.0
1.0,2.0,0.9,4.0,0.93,0.92,0.92,300.0
1.0,2.0,1.0,4.0,0.93,0.92,0.92,300.0
1.0,2.0,1.1,4.0,0.92,0.92,0.92,300.0
1.0,2.0,1.2000000000000002,4.0,0.91,0.91,0.91,300.0
1.0,2.0,1.3,4.0,0.9,0.9,0.9,300.0
1.0,2.0,1.4000000000000001,4.0,0.9,0.9,0.9,300.0
1.0,2.0,1.5,4.0,0.9,0.9,0.9,300.0
1.0,2.0,1.6,4.0,0.9,0.9,0.9,300.0
1.0,2.0,1.7000000000000002,4.0,0.91,0.9,0.9,300.0
1.0,2.0,1.8,4.0,0.9,0.9,0.9,300.0
1.0,2.0,1.9000000000000001,4.0,0.9,0.89,0.89,300.0
1.0,2.0,2.0,4.0,0.9,0.89,0.89,300.0
1.0,2.0,2.1,4.0,0.9,0.89,0.89,300.0
1.0,2.0,2.2,4.0,0.9,0.89,0.89,300.0
1.0,2.0,2.3000000000000003,4.0,0.89,0.89,0.89,300.0
1.0,2.0,2.4000000000000004,4.0,0.9,0.89,0.89,300.0
1.0,2.0,2.5,4.0,0.9,0.89,0.89,300.0
1.0,2.0,2.6,4.0,0.9,0.89,0.89,300.0
1.0,2.0,2.7,4.0,0.89,0.89,0.89,300.0
1.0,2.0,2.8000000000000003,4.0,0.89,0.89,0.89,300.0
1.0,2.0,2.9000000000000004,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.0,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.1,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.2,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.3000000000000003,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.4000000000000004,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.5,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.6,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.7,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.8000000000000003,4.0,0.89,0.89,0.89,300.0
1.0,2.0,3.9000000000000004,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.0,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.1000000000000005,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.2,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.3,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.4,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.5,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.6000000000000005,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.7,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.800000000000001,4.0,0.89,0.89,0.89,300.0
1.0,2.0,4.9,4.0,0.89,0.89,0.89,300.0
1.0,2.1,0.0,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.1,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.2,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.30000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.4,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.5,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.6000000000000001,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.7000000000000001,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.8,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.9,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.0,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.1,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.2000000000000002,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.3,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.4000000000000001,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.5,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.6,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.7000000000000002,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.8,0.0,0.22,0.47,0.3,300.0
1.0,2.1,1.9000000000000001,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.0,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.1,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.2,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.3000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.4000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.5,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.6,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.7,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.8000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,2.1,2.9000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.0,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.1,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.2,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.3000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.4000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.5,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.6,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.7,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.8000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,2.1,3.9000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.0,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.1000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.2,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.3,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.4,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.5,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.6000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.7,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.800000000000001,0.0,0.22,0.47,0.3,300.0
1.0,2.1,4.9,0.0,0.22,0.47,0.3,300.0
1.0,2.1,0.0,1.0,0.22,0.47,0.3,300.0
1.0,2.1,0.1,1.0,0.84,0.84,0.84,300.0
1.0,2.1,0.2,1.0,0.86,0.86,0.86,300.0
1.0,2.1,0.30000000000000004,1.0,0.88,0.88,0.88,300.0
1.0,2.1,0.4,1.0,0.9,0.89,0.89,300.0
1.0,2.1,0.5,1.0,0.9,0.89,0.89,300.0
1.0,2.1,0.6000000000000001,1.0,0.91,0.91,0.91,300.0
1.0,2.1,0.7000000000000001,1.0,0.91,0.91,0.91,300.0
1.0,2.1,0.8,1.0,0.91,0.91,0.91,300.0
1.0,2.1,0.9,1.0,0.92,0.92,0.92,300.0
1.0,2.1,1.0,1.0,0.92,0.91,0.91,300.0
1.0,2.1,1.1,1.0,0.92,0.91,0.91,300.0
1.0,2.1,1.2000000000000002,1.0,0.92,0.92,0.92,300.0
1.0,2.1,1.3,1.0,0.93,0.92,0.92,300.0
1.0,2.1,1.4000000000000001,1.0,0.93,0.92,0.92,300.0
1.0,2.1,1.5,1.0,0.92,0.92,0.92,300.0
1.0,2.1,1.6,1.0,0.92,0.92,0.92,300.0
1.0,2.1,1.7000000000000002,1.0,0.92,0.92,0.92,300.0
1.0,2.1,1.8,1.0,0.92,0.92,0.92,300.0
1.0,2.1,1.9000000000000001,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.0,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.1,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.2,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.3000000000000003,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.4000000000000004,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.5,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.6,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.7,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.8000000000000003,1.0,0.92,0.92,0.92,300.0
1.0,2.1,2.9000000000000004,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.0,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.1,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.2,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.3000000000000003,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.4000000000000004,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.5,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.6,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.7,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.8000000000000003,1.0,0.92,0.92,0.92,300.0
1.0,2.1,3.9000000000000004,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.0,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.1000000000000005,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.2,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.3,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.4,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.5,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.6000000000000005,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.7,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.800000000000001,1.0,0.92,0.92,0.92,300.0
1.0,2.1,4.9,1.0,0.92,0.92,0.92,300.0
1.0,2.1,0.0,2.0,0.22,0.47,0.3,300.0
1.0,2.1,0.1,2.0,0.85,0.85,0.85,300.0
1.0,2.1,0.2,2.0,0.88,0.88,0.88,300.0
1.0,2.1,0.30000000000000004,2.0,0.91,0.9,0.9,300.0
1.0,2.1,0.4,2.0,0.92,0.91,0.91,300.0
1.0,2.1,0.5,2.0,0.92,0.91,0.91,300.0
1.0,2.1,0.6000000000000001,2.0,0.93,0.92,0.92,300.0
1.0,2.1,0.7000000000000001,2.0,0.93,0.92,0.92,300.0
1.0,2.1,0.8,2.0,0.93,0.92,0.92,300.0
1.0,2.1,0.9,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.0,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.1,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.2000000000000002,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.3,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.4000000000000001,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.5,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.6,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.7000000000000002,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.8,2.0,0.93,0.92,0.92,300.0
1.0,2.1,1.9000000000000001,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.0,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.1,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.2,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.3000000000000003,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.4000000000000004,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.5,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.6,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.7,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.8000000000000003,2.0,0.93,0.92,0.92,300.0
1.0,2.1,2.9000000000000004,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.0,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.1,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.2,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.3000000000000003,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.4000000000000004,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.5,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.6,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.7,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.8000000000000003,2.0,0.93,0.92,0.92,300.0
1.0,2.1,3.9000000000000004,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.0,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.1000000000000005,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.2,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.3,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.4,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.5,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.6000000000000005,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.7,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.800000000000001,2.0,0.93,0.92,0.92,300.0
1.0,2.1,4.9,2.0,0.93,0.92,0.92,300.0
1.0,2.1,0.0,3.0,0.22,0.47,0.3,300.0
1.0,2.1,0.1,3.0,0.86,0.85,0.85,300.0
1.0,2.1,0.2,3.0,0.9,0.89,0.89,300.0
1.0,2.1,0.30000000000000004,3.0,0.91,0.91,0.91,300.0
1.0,2.1,0.4,3.0,0.92,0.92,0.92,300.0
1.0,2.1,0.5,3.0,0.93,0.92,0.92,300.0
1.0,2.1,0.6000000000000001,3.0,0.93,0.92,0.92,300.0
1.0,2.1,0.7000000000000001,3.0,0.93,0.92,0.92,300.0
1.0,2.1,0.8,3.0,0.93,0.92,0.92,300.0
1.0,2.1,0.9,3.0,0.93,0.92,0.92,300.0
1.0,2.1,1.0,3.0,0.93,0.92,0.92,300.0
1.0,2.1,1.1,3.0,0.93,0.92,0.92,300.0
1.0,2.1,1.2000000000000002,3.0,0.92,0.92,0.92,300.0
1.0,2.1,1.3,3.0,0.92,0.92,0.92,300.0
1.0,2.1,1.4000000000000001,3.0,0.92,0.92,0.92,300.0
1.0,2.1,1.5,3.0,0.92,0.92,0.92,300.0
1.0,2.1,1.6,3.0,0.92,0.92,0.92,300.0
1.0,2.1,1.7000000000000002,3.0,0.92,0.92,0.92,300.0
1.0,2.1,1.8,3.0,0.92,0.92,0.92,300.0
1.0,2.1,1.9000000000000001,3.0,0.92,0.92,0.92,300.0
1.0,2.1,2.0,3.0,0.92,0.92,0.92,300.0
1.0,2.1,2.1,3.0,0.92,0.92,0.92,300.0
1.0,2.1,2.2,3.0,0.92,0.91,0.91,300.0
1.0,2.1,2.3000000000000003,3.0,0.92,0.91,0.91,300.0
1.0,2.1,2.4000000000000004,3.0,0.92,0.91,0.91,300.0
1.0,2.1,2.5,3.0,0.92,0.91,0.91,300.0
1.0,2.1,2.6,3.0,0.92,0.91,0.91,300.0
1.0,2.1,2.7,3.0,0.92,0.91,0.91,300.0
1.0,2.1,2.8000000000000003,3.0,0.92,0.91,0.91,300.0
1.0,2.1,2.9000000000000004,3.0,0.92,0.91,0.91,300.0
1.0,2.1,3.0,3.0,0.92,0.91,0.91,300.0
1.0,2.1,3.1,3.0,0.92,0.91,0.91,300.0
1.0,2.1,3.2,3.0,0.92,0.91,0.91,300.0
